,foodname,serving,image,calories,protein,fat,carb,sodium,fibre
576,Cheat’s beef stroganoff skewers,4,https://img.taste.com.au/Zm1QczwT/w720-h480-cfill-q80/taste/2018/01/cheats-beef-stroganoff-skewers-134778-1.jpg,2415 kj (577cal),34.9g,33.7g,36.7g,728.9mg,4.7g
577,Spanish-style stuffed baked potatoes,4,https://img.taste.com.au/Pvs-CS7A/w720-h480-cfill-q80/taste/2018/05/spanish-style-stuffed-baked-potatoes-137320-1.jpg,1235 kj (295cal),6.9g,11.7g,43.3g,269.5mg,6.4g
578,Sweet potato and lentil patties with tzatziki,4,https://img.taste.com.au/O88yA0jz/w720-h480-cfill-q80/taste/2020/10/sweet-potato-and-lentil-patties-119258-1.jpg,879 kj (210cal),7.7g,3.6g,35.3g,133.9mg,9.6g
579,Butter chicken,6,https://img.taste.com.au/DJv9PDBl/w720-h480-cfill-q80/taste/2016/11/butter-chicken-92858-1.jpeg,2320 kj (554cal),43g,37g,13g,,3.5g
580,Chicken cacciatore,6,https://img.taste.com.au/fvihFR4k/w720-h480-cfill-q80/taste/2010/01/chicken-cacciatore-recipe-198506-1.jpg,2884 kj (689cal),43.9g,49.2g,11.1g,898.3mg,2.4g
581,Teriyaki tofu with warm udon and seaweed salad,4,https://img.taste.com.au/ZLtF9kg5/w720-h480-cfill-q80/taste/2016/11/teriyaki-tofu-with-warm-udon-and-seaweed-salad-110651-1.jpeg,2644 kj (632cal),31.4g,13.6g,94.7g,528.1mg,4.6g
582,Caramel-filled chocolate eggs,22,https://img.taste.com.au/PNCcD9VQ/w720-h480-cfill-q80/taste/2016/11/caramel-filled-chocolate-eggs-93408-1.jpeg,883 kj (211cal),3g,8g,30g,62.59mg,
583,Mediterranean chicken,4,https://img.taste.com.au/AvnwxjAP/w720-h480-cfill-q80/taste/2016/11/mediterranean-chicken-75416-1.jpeg,1587 kj (379cal),17.1g,29.6g,9.6g,478.7mg,3.5g
584,Char kway teow,2,https://img.taste.com.au/ubG07Ee8/w720-h480-cfill-q80/taste/2016/11/char-kway-teow-27241-1.jpeg,5006 kj (1196cal),48.7g,24.8g,186.5g,1.3g,4.4g
585,Smoked paprika chicken with warm barley salad,4,https://img.taste.com.au/g6EWCWZT/w720-h480-cfill-q80/taste/2016/11/smoked-paprika-chicken-with-warm-barley-salad-50576-1.jpeg,1778 kj (425cal),36.9g,7.0g,55.0g,94.3mg,11.9g
586,"Snow pea, asparagus and tofu stir fry",4,https://img.taste.com.au/mxKAfq2W/w720-h480-cfill-q80/taste/2016/11/snow-pea-asparagus-and-tofu-stir-fry-29015-1.jpeg,597 kj (143cal),10.6g,7.5g,10.1g,393.9mg,4.0g
587,"Chicken, corn and noodle soup",4,https://img.taste.com.au/N1kUkzKB/w720-h480-cfill-q80/taste/2016/11/chicken-corn-and-noodle-soup-108599-1.jpeg,1577 kj (377cal),25.2g,17.3g,31.3g,2.0g,4.0g
588,Roasted beetroot &amp; silver beet,4,https://img.taste.com.au/CJxLRzby/w720-h480-cfill-q80/taste/2016/11/roasted-beetroot-silver-beet-3465-1.jpeg,436 kj (104cal),4.0g,5.9g,9.4g,297mg,2.7g
589,Key lime pie with strawberries,20,https://img.taste.com.au/YCGD9hoT/w720-h480-cfill-q80/taste/2016/11/our-latest-stats-reveal-true-impact-of-smashastrawb-86958-2.jpeg,997 kj (238cal),4.0g,10.8g,32.6g,89.8mg,1.5g
590,Caramel and raspberry chocolate palmiers,48,https://img.taste.com.au/1Psn5TDp/w720-h480-cfill-q80/taste/2016/11/caramel-and-raspberry-chocolate-palmiers-103211-1.jpeg,234 kj (56cal),0.7g,3.6g,5.4g,32mg,
591,Pork cutlets with nectarines,4,https://img.taste.com.au/Zgwrk3OF/w720-h480-cfill-q80/taste/2016/11/pork-cutlets-with-nectarines-7716-1.jpeg,2292 kj (548cal),33.3g,27.1g,44.9g,123.7mg,3.8g
592,Jacket potatoes with Texan-style beef,6,https://img.taste.com.au/6_Xk4bkT/w720-h480-cfill-q80/taste/2019/07/jacket-potatoes-with-texan-style-beef-taste-152016-2.jpg,1615 kj (386cal),25g,10g,44g,331mg,8g
593,"Casarecce with lightly smoked eggplant, basilico sauce and green olives",4,https://img.taste.com.au/1WcjYZDF/w720-h480-cfill-q80/taste/2017/05/casarecce-with-light-smoked-eggplant-basilico-sauce-and-green-olives-_-1-126758-1.jpg,2714 kj (649cal),15.0g,25.8g,89.2g,1.2g,10.5g
594,Orange rosemary chicken,4,https://img.taste.com.au/CjVF_zzw/w720-h480-cfill-q80/taste/2016/11/orange-rosemary-chicken-65204-1.jpeg,2579 kj (616cal),45.1g,32.9g,37.5g,215.6mg,0.4g
595,Beef stroganoff recipe,6,https://img.taste.com.au/BgthtHW9/w720-h480-cfill-q80/taste/2010/01/beef-stroganoff-193133-1.jpg,1543 kj (369cal),29.5g,21.9g,9.8g,286.4mg,2.8g
596,Lemongrass &amp; coconut chicken on egg noodles,6,https://img.taste.com.au/9uwTexHb/w720-h480-cfill-q80/taste/2016/11/lemongrass-coconut-chicken-on-egg-noodles-30496-1.jpeg,1900 kj (454cal),29.2g,22.0g,35.3g,980.4mg,0.9g
597,Oven-baked chicken risotto,4,https://img.taste.com.au/KIj3jAXr/w720-h480-cfill-q80/taste/2016/11/oven-baked-chicken-risotto-78897-1.jpeg,3106 kj (742cal),67.2g,14.1g,83.4g,598.6mg,4.9g
598,Meat pies with homemade ketchup,4,https://img.taste.com.au/e5XSm0Zn/w720-h480-cfill-q80/taste/2016/11/meat-pies-with-homemade-ketchup-89748-1.jpeg,4614 kj (1103cal),46.4g,53.4g,107.9g,1.7g,5.0g
599,Creamy one-pan garlic butter chicken,4,https://content.api.news/v3/images/bin/3464098e31ae14e0925e33a70a47569b,3323 kj (794cal),38.7g,62.2g,16.5g,,10.1g
600,Turkey gazpacho salad,6,https://img.taste.com.au/b6RY9i1D/w720-h480-cfill-q80/taste/2016/11/turkey-gazpacho-salad-32344-1.jpeg,2809 kj (671cal),28.0g,53.9g,17.1g,741.9mg,3.9g
601,Lamb sausage and pumpkin pilaf,4,https://img.taste.com.au/y-EonCtj/w720-h480-cfill-q80/taste/2016/11/lamb-sausage-and-pumpkin-pilaf-1224-1.jpeg,3408 kj (815cal),41.0g,37.7g,78.3g,537mg,5.6g
602,Pad Thai,2,https://img.taste.com.au/xH_8i9O-/w720-h480-cfill-q80/taste/2016/11/pad-thai-85005-1.jpeg,7896 kj (1887cal),40.3g,104.5g,192.8g,4.1g,4.0g
603,Hot and cold chocolate,1,https://img.taste.com.au/q0t5nDiy/w720-h480-cfill-q80/taste/2016/11/hot-and-cold-chocolate-74882-1.jpeg,3947 kj (943cal),7.8g,79.3g,40.1g,50mg,4.0g
604,Super quick pumpkin soup with floating cheese toastie,4,https://img.taste.com.au/fNUovAf1/w720-h480-cfill-q80/taste/2016/11/super-quick-pumpkin-soup-with-floating-cheese-toastie-106732-1.jpeg,890 kj (213cal),8.2g,9.3g,26.5g,544.2mg,3.5g
605,Coconut rice recipe,6,https://img.taste.com.au/KYaid50y/w720-h480-cfill-q80/taste/2016/11/coconut-rice-1826-1.jpeg,2086 kj (499cal),7.1g,14.0g,82.2g,27mg,1.3g
606,"Cumin lamb with tomato, cucumber and goats feta",4,https://img.taste.com.au/0HGwoQfS/w720-h480-cfill-q80/taste/2016/11/cumin-lamb-with-tomato-cucumber-and-goats-feta-76492-1.jpeg,3116 kj (745cal),38.9g,44.2g,46.0g,838.1mg,4.3g
607,Roast beef with cabernet and pepper glaze,6,https://img.taste.com.au/sCcSlv7V/w720-h480-cfill-q80/taste/2016/11/roast-beef-with-cabernet-and-pepper-glaze-48671-1.jpeg,2347 kj (561cal),31.0g,39.2g,13.0g,160.2mg,2.4g
608,Balti lamb curry,4,https://img.taste.com.au/fw_LGcMb/w720-h480-cfill-q80/taste/2016/11/balti-lamb-curry-85324-1.jpeg,2349 kj (561cal),44.6g,28.2g,32.6g,593.6mg,6.0g
609,Leek &amp; blue cheese tart,6,https://img.taste.com.au/tJdFkDjO/w720-h480-cfill-q80/taste/2016/11/leek-blue-cheese-tart-75634-1.jpeg,2395 kj (572cal),12.3g,44.3g,31.0g,486.4mg,1.1g
610,"Couscous with zucchini, mint and pistachio",8,https://img.taste.com.au/E93TEyw1/w720-h480-cfill-q80/taste/2016/11/couscous-with-zucchini-mint-and-pistachio-98603-1.jpeg,1074 kj (257cal),6.2g,8.2g,42.5g,8mg,4.5g
611,Manu's slow-cooker crispy-topped French beef and beer stew,6,https://img.taste.com.au/Kt4aBLXu/w720-h480-cfill-q80/taste/2016/11/manus-slow-cooker-crispy-topped-french-beef-and-beer-stew-102132-1.jpeg,3027 kj (723cal),62.2g,37.7g,32.6g,846.1mg,5.4g
612,Orange passionfruit custards,4,https://img.taste.com.au/GjjApOZM/w720-h480-cfill-q80/taste/2016/11/orange-passionfruit-custards-31755-1.jpeg,640 kj (153cal),6.7g,4.6g,21.6g,82.2mg,1.2g
613,Raspberry and coconut pancakes,12,https://img.taste.com.au/O8UM071h/w720-h480-cfill-q80/taste/2016/11/raspberry-and-coconut-pancakes-78984-1.jpeg,723 kj (173cal),5g,5g,26g,239.2mg,2g
614,Prawn &amp; iceberg baguette with lemon herb mayonnaise,6,https://img.taste.com.au/iMQrfZCF/w720-h480-cfill-q80/taste/2016/11/prawn-iceberg-baguette-with-lemon-herb-mayonnaise-21805-1.jpeg,2054 kj (491cal),24.8g,13.0g,65.3g,1.4g,4.6g
615,"Thai chicken, chilli and lemongrass bites",8,https://img.taste.com.au/p7VPgPF3/w720-h480-cfill-q80/taste/2016/11/thai-chicken-chilli-and-lemongrass-bites-86555-1.jpeg,392 kj (94cal),6.7g,5.0g,5.7g,176.3mg,0.4g
616,Easy shepherd's pie,4,https://img.taste.com.au/DCl6Jigr/w720-h480-cfill-q80/taste/2016/11/2018-shepherds-pie-104453-2.jpeg,2967 kj (709cal),28.7g,45.4g,46.9g,432.3mg,4.6g
617,Easter egg hunt brownie,16,https://img.taste.com.au/lyGoRaTu/w720-h480-cfill-q80/taste/2020/04/easter-egg-hunt-brownie-160400-1.jpg,2229 kj (533cal),5.5g,25g,66.7g,110mg,0.7g
618,Baked sour cream and passionfruit cheesecake,8,https://img.taste.com.au/ZYiKWnh8/w720-h480-cfill-q80/taste/2016/11/baked-sour-cream-and-passionfruit-cheesecake-97302-1.jpeg,2462 kj (588cal),8.8g,43.7g,42.7g,295.7mg,0.4g
619,Beef fajitas in lettuce cups,4,https://img.taste.com.au/EKZkjcb6/w720-h480-cfill-q80/taste/2016/11/beef-fajitas-in-lettuce-cups-93786-1.jpeg,1558 kj (372cal),35.6g,20.2g,12.5g,732.4mg,2.0g
620,Roast tomato crush on crostini,8,https://img.taste.com.au/bQWLIXCu/w720-h480-cfill-q80/taste/2016/11/roast-tomato-crush-on-crostini-29974-1.jpeg,575 kj (137cal),4.4g,1.7g,25.9g,227.9mg,2.4g
621,"Candied walnut, avocado, apple and grape salad",8,https://img.taste.com.au/rZDe7b2c/w720-h480-cfill-q80/taste/2017/11/avocado-apple-and-grape-salad-with-coconut-dressing-132612-1.jpg,865 kj (207cal),3.2g,10.8g,27.2g,18.9mg,3.9g
622,Korean beef stir-fry,4,https://img.taste.com.au/h_xBHo2_/w720-h480-cfill-q80/taste/2016/11/korean-beef-stir-fry-105350-1.jpeg,2954 kj (706cal),53.5g,13.6g,92.8g,1.1g,5.1g
623,Black forest 'viennetta' with cherry sauce,10,https://img.taste.com.au/bmntA9wl/w720-h480-cfill-q80/taste/2017/11/black-forest-viennetta-with-cherry-sauce-132145-1.jpg,1578 kj (377cal),5.4g,17.7g,47.4g,46.9mg,2.2g
624,Mexican chicken loaded sweet potatoes,4,https://img.taste.com.au/7G7rD_ZD/w720-h480-cfill-q80/taste/2018/05/june-18_mexican-chicken-loaded-sweet-potatoes-copy-137725-1.jpg,18851 kj (4505cal),169.9g,260.3g,370.3g,8.0g,70.1g
625,Chickpea ratatouille,6,https://img.taste.com.au/XIIh5KIY/w720-h480-cfill-q80/taste/2020/11/chickpea-ratatouille-166728-2.jpg,1362 kj (326cal),8.5g,19.9g,32.0g,451.3mg,9.2g
626,Spring carbonara,4,https://img.taste.com.au/B3MyN2-n/w720-h480-cfill-q80/taste/2019/08/spring-carbonara-taste-153112-1.jpg,2874 kj (687cal),33.0g,24.9g,84.5g,808.5mg,7.9g
627,Chargrilled eggplant and zucchini with beans and hazelnuts,10,https://img.taste.com.au/BConDuRx/w720-h480-cfill-q80/taste/2016/11/chargrilled-eggplant-and-zucchini-with-beans-and-hazelnuts-75726-1.jpeg,1181 kj (282cal),4.8g,24.2g,15.6g,16.4mg,6.6g
628,"Gai laan with butter, lemon and almonds",4,https://img.taste.com.au/aLFLoCyj/w720-h480-cfill-q80/taste/2016/11/gai-laan-with-butter-lemon-and-almonds-86052-1.jpeg,835 kj (200cal),4.2g,16.4g,10.6g,15.4mg,5.5g
629,Spring feta and lamb salad,4,https://img.taste.com.au/PMNSnKoi/w720-h480-cfill-q80/taste/2016/11/spring-feta-and-lamb-salad-102236-1.jpeg,7565 kj (1808cal),77.5g,127.8g,87.3g,1.4g,8.5g
630,Mixed tomato salad,4,https://img.taste.com.au/e_ry6Onp/w720-h480-cfill-q80/taste/2016/11/mixed-tomato-salad-83350-1.jpeg,296 kj (71cal),1.2g,4.9g,5.3g,77.1mg,1.5g
631,"Creamy chicken, corn and pancetta soup",6,https://img.taste.com.au/V9YajMU4/w720-h480-cfill-q80/taste/2016/11/creamy-chicken-corn-and-pancetta-soup-88612-1.jpeg,1719 kj (411cal),9.8g,31.5g,19.0g,1.6g,1.8g
632,Rum &amp; raisin ice-cream,6,https://img.taste.com.au/KamZTqDj/w720-h480-cfill-q80/taste/2016/11/rum-raisin-ice-cream-11081-1.jpeg,2043 kj (488cal),3.6g,28.6g,48.3g,28.7mg,1.5g
633,Berry sundaes with white chocolate sauce,6,https://img.taste.com.au/Jp8KH1Vs/w720-h480-cfill-q80/taste/2016/11/berry-sundaes-with-white-chocolate-sauce-16948-1.jpeg,2964 kj (708cal),10.8g,39.5g,80.3g,118.9mg,3.9g
634,Broccoli pasta,4,https://img.taste.com.au/154-0orz/w720-h480-cfill-q80/taste/2016/11/broccoli-pasta-16279-1.jpeg,2370 kj (566cal),18.6g,19.0g,80.6g,439.3mg,5.2g
635,Orange chicken with muffins,4,https://img.taste.com.au/s7O4fi6z/w720-h480-cfill-q80/taste/2016/11/orange-chicken-with-muffins-92417-1.jpeg,5320 kj (1272cal),70.5g,85.6g,47.3g,1.3g,3.0g
636,Moroccan lamb with roast carrot salad,4,https://img.taste.com.au/jAcOBmHQ/w720-h480-cfill-q80/taste/2016/11/moroccan-lamb-with-roast-carrot-salad-64047-1.jpeg,2229 kj (533cal),41g,28g,26g,198.37mg,5g
637,Peshvari naan,6,https://img.taste.com.au/bC42pxAS/w720-h480-cfill-q80/taste/2016/11/peshvari-naan-29467-1.jpeg,1372 kj (328cal),7.1g,10.1g,52.2g,161.2mg,3.1g
638,Chicken and corn vermicelli noodle soup,4,https://img.taste.com.au/8rKoTDgR/w720-h480-cfill-q80/taste/2016/11/chicken-and-corn-vermicelli-noodle-soup-30141-1.jpeg,2182 kj (522cal),25.6g,13.0g,76.1g,2.1g,3.7g
639,Veal with grilled zucchini salad &amp; white bean puree,4,https://img.taste.com.au/WF_IA9st/w720-h480-cfill-q80/taste/2016/11/veal-with-grilled-zucchini-salad-white-bean-puree-22641-1.jpeg,2175 kj (520cal),42.7g,16.2g,47.8g,386mg,18.4g
640,Fettuccine with mushroom bolognese,4,https://img.taste.com.au/66WaHBzr/w720-h480-cfill-q80/taste/2016/11/fettuccine-with-mushroom-bolognese-89936-1.jpeg,14062 kj (3361cal),144.4g,201.8g,234.4g,1.5g,21.6g
641,Chilled soba noodle salad with teriyaki chicken,4,https://img.taste.com.au/qAQVxLnW/w720-h480-cfill-q80/taste/2017/12/chilled-soba-noodle-salad-with-teriyaki-chicken-taste_1980x1320-133726-1.jpg,2409 kj (576cal),36.3g,11.9g,82.9g,1.9g,1.6g
642,"Turkey, sage and cranberry terrine",8,https://img.taste.com.au/IkteqhOV/w720-h480-cfill-q80/taste/2017/11/turkey-sage-and-cranberry-terrine-132392-1.jpg,2065 kj (494cal),28.3g,37.1g,11.6g,628.8mg,1.0g
643,Classic English pork roast with apple sauce,8,https://img.taste.com.au/AswbzrJe/w720-h480-cfill-q80/taste/2016/11/classic-english-pork-roast-with-apple-sauce-109051-1.jpeg,2576 kj (616cal),50.2g,24.8g,43.3g,669.8mg,4.9g
644,Cauliflower pakoras,4,https://img.taste.com.au/SYVc-cNW/w720-h480-cfill-q80/taste/2016/11/cauliflower-pakoras-84783-1.jpeg,856 kj (205cal),6.5g,2.3g,39.3g,26.2mg,2.5g
645,Sticky hoisin pork chops with broccolini and nashi salad,4,https://img.taste.com.au/T7fi-GJi/w720-h480-cfill-q80/taste/2016/11/sticky-hoisin-pork-chops-with-broccolini-and-nashi-salad-108565-1.jpeg,1986 kj (475cal),34.1g,26.4g,26.1g,498.4mg,3.6g
646,Stuffed onion petals and hummus,6,https://img.taste.com.au/x_fsEpWS/w720-h480-cfill-q80/taste/2022/11/stuffed-onion-petals-and-hummus-183083-2.jpg,1867 kj (446cal),7.7g,23.8g,52.0g,314.6mg,7.7g
647,Baked cinnamon ricotta drizzled with honey and berries,4,https://img.taste.com.au/Al5xA_0X/w720-h480-cfill-q80/taste/2016/11/baked-cinnamon-ricotta-drizzled-with-honey-and-berries-82082-1.jpeg,1108 kj (265cal),10g,8g,36g,121.06mg,3g
648,Salmon confit with shaved fennel salad,6,https://img.taste.com.au/Scq6PN54/w720-h480-cfill-q80/taste/2016/11/salmon-confit-with-shaved-fennel-salad-74078-1.jpeg,7033 kj (1681cal),25.7g,176.4g,3.1g,286.6mg,1.2g
649,Wonton noodle soup,4,https://img.taste.com.au/2eAd5oa2/w720-h480-cfill-q80/taste/2016/11/wonton-noodle-soup-23886-1.jpeg,1320 kj (315cal),21.8g,7.3g,41.2g,2.0g,3.9g
650,Split pea and rice meatballs (Koofteh berenji),8,https://img.taste.com.au/8koHn82O/w720-h480-cfill-q80/taste/2016/11/split-pea-and-rice-meatballs-koofteh-berenji-49025-1.jpeg,1417 kj (339cal),16.4g,18.6g,26.9g,123.5mg,3.8g
651,Salmon balls,4,https://img.taste.com.au/5g7jV_ar/w720-h480-cfill-q80/taste/2016/11/salmon-balls-87313-1.jpeg,940 kj (225cal),14.0g,4.1g,32.6g,341.5mg,4.2g
652,Cheesy vegie muffins,12,https://img.taste.com.au/q8D-J_CH/w720-h480-cfill-q80/taste/2016/11/cheesy-vegie-muffins-76674-1.jpeg,1450 kj (347cal),11g,20g,30g,131mg,3g
653,3-ingredient pie maker banana pancakes,6,https://img.taste.com.au/_mApDEZs/w720-h480-cfill-q80/taste/2020/08/3-ingredient-pie-maker-banana-pancakes-164522-2.jpg,493 kj (118cal),3.7g,1.7g,22.9g,170.5mg,1.9g
654,Chicken and asparagus salad,6,https://img.taste.com.au/m9DqitmX/w720-h480-cfill-q80/taste/2016/11/chicken-and-asparagus-salad-32080-1.jpeg,1908 kj (456cal),49.3g,26.1g,10.6g,319.8mg,4.6g
655,Sweet chilli &amp; vegetable noodle salad,4,https://img.taste.com.au/ks5o6rRb/w720-h480-cfill-q80/taste/2016/11/sweet-chilli-vegetable-noodle-salad-22660-1.jpeg,1623 kj (388cal),13g,11g,54g,608.51mg,
656,"Filo, roasted pumpkin, sage and fennel tartlets with walnuts and rocket pesto",4,https://img.taste.com.au/-mx1YJ1V/w720-h480-cfill-q80/taste/2016/11/filo-roasted-pumpkin-sage-and-fennel-tartlets-with-walnuts-and-rocket-pesto-93201-1.jpeg,1788 kj (427cal),5.2g,34.0g,29.4g,142.2mg,5.0g
657,Homemade limoncello,2.25L (9 cups),https://img.taste.com.au/-fvqCLMx/w720-h480-cfill-q80/taste/2016/11/homemade-limoncello-99056-1.jpeg,594 kj (142cal),0.2g,0.1g,22.5g,1mg,
658,Perfectly chewy Anzac biscuits,30,https://content.api.news/v3/images/bin/7273816eb4bf836a4ebbbcb5ca416d44,463 kj (111cal),1g,6g,14g,52mg,1g
659,Lime and ginger chicken skewers,4,https://img.taste.com.au/ys6ov9qL/w720-h480-cfill-q80/taste/2016/11/lime-and-ginger-chicken-skewers-24887-1.jpeg,2160 kj (516cal),58g,23g,17g,486.48mg,
660,Smashed chat potatoes with garlic &amp; herb cheese and prosciutto,4,https://img.taste.com.au/YyjI29bA/w720-h480-cfill-q80/taste/2016/11/smashed-chat-potatoes-with-garlic-herb-cheese-and-prosciutto-82743-1.jpeg,1701 kj (407cal),17.9g,24.5g,33.9g,1.5g,2.7g
661,Asian tofu and vegetable omelettes,4,https://img.taste.com.au/lCn16Hs9/w720-h480-cfill-q80/taste/2016/11/asian-tofu-and-vegetable-omelettes-60632-1.jpeg,1408 kj (337cal),17.0g,25.0g,11.0g,1.4g,2.9g
662,Lamb and fetta filo roll,4,https://img.taste.com.au/Q5xSkLYF/w720-h480-cfill-q80/taste/2016/11/lamb-and-fetta-filo-roll-88410-1.jpeg,2563 kj (613cal),26.4g,43.9g,27.9g,781.8mg,1.8g
663,Crispy pumpkin and quinoa croquettes,4,https://img.taste.com.au/ZhLqjp9k/w720-h480-cfill-q80/taste/2016/11/crispy-pumpkin-and-quinoa-croquettes-92385-1.jpeg,2185 kj (522cal),18.2g,14.0g,82.4g,216.7mg,6.4g
664,Creamy pasta with spring vegetables,4,https://img.taste.com.au/4mCA_NWg/w720-h480-cfill-q80/taste/2016/11/creamy-pasta-with-spring-vegetables-23720-1.jpeg,4128 kj (987cal),24.7g,46.3g,107.0g,153.8mg,11.3g
665,Thai massaman beef curry,4,https://img.taste.com.au/iIKBOBV5/w720-h480-cfill-q80/taste/2016/11/thai-massaman-beef-curry-101889-1.jpeg,13367 kj (3195cal),243.5g,200.8g,124.1g,3.2g,18.6g
666,Lemon butter teacakes,10,https://img.taste.com.au/unIjSFTX/w720-h480-cfill-q80/taste/2016/11/lemon-butter-teacakes-79372-1.jpeg,800 kj (191cal),2.4g,7.7g,28.2g,168mg,0.5g
667,Lamb and rosemary pie,6,https://img.taste.com.au/GrqMy3pm/w720-h480-cfill-q80/taste/2016/11/lamb-and-rosemary-pie-80253-1.jpeg,2241 kj (536cal),36.9g,28.8g,24.8g,558.1mg,2.5g
668,Horseradish sauce,8,https://img.taste.com.au/dLgR4Stl/w720-h480-cfill-q80/taste/2016/11/horseradish-sauce-4061-1.jpeg,327 kj (78cal),1.0g,7.6g,1.8g,109.6mg,0.1g
669,Mixed bean &amp; grape tomato salad,8,https://img.taste.com.au/oTGA7ube/w720-h480-cfill-q80/taste/2016/11/mixed-bean-grape-tomato-salad-4496-1.jpeg,1488 kj (356cal),17.0g,11.7g,47.8g,275mg,12.4g
670,Easy superfood fried rice,4,https://content.api.news/v3/images/bin/435067bebbe89fb7bac879dc2be82361,1395 kj (333cal),15.5g,7.7g,50.0g,956.8mg,6.9g
671,Shepherd's pie with purple mash,6,https://img.taste.com.au/CzmXyRi5/w720-h480-cfill-q80/taste/2018/06/shepherds-pie-with-purple-mash-138511-1.jpg,1695 kj (405cal),21.6g,24.6g,27.9g,327.5mg,4.9g
672,Sweet corn and zucchini ratatouille,8,https://img.taste.com.au/NvPRIYQJ/w720-h480-cfill-q80/taste/2016/11/sweet-corn-and-zucchini-ratatouille-89700-1.jpeg,709 kj (169cal),5.1g,8.5g,23.0g,27mg,4.4g
673,Grilled miso fish with soy and sesame asparagus,4,https://img.taste.com.au/FVmuboEJ/w720-h480-cfill-q80/taste/2016/11/grilled-miso-fish-with-soy-and-sesame-asparagus-63684-1.jpeg,1465 kj (350cal),43.5g,9.1g,22.9g,2.1g,4.7g
674,Salmon nicoise salad,4,https://img.taste.com.au/Kh6y7woq/w720-h480-cfill-q80/taste/2016/11/salmon-nicoise-salad-31099-1.jpeg,2445 kj (584cal),24.8g,36.3g,41.9g,734.9mg,7.1g
675,Lamb with pumpkin and lentil winter salad,4,https://img.taste.com.au/ei_T8HnO/w720-h480-cfill-q80/taste/2017/05/lamb-with-pumpkin-lentil-winter-salad_1980x1320-126639-1.jpg,2770 kj (662cal),63.8g,29.9g,34.2g,369.2mg,10.7g
676,Slow-cooked pork with apricots,4,https://img.taste.com.au/9uptYd3o/w720-h480-cfill-q80/taste/2016/11/slow-cooked-pork-with-apricots-32827-1.jpeg,3576 kj (855cal),41.0g,48.3g,46.4g,995.6mg,4.3g
677,Middle Eastern carrot &amp; radish salad,4,https://img.taste.com.au/BPEdJKKL/w720-h480-cfill-q80/taste/2016/11/middle-eastern-carrot-radish-salad-6521-1.jpeg,296 kj (71cal),1.7g,0.6g,16.8g,249mg,2.9g
678,Pollo alla romana (Roman chicken),4,https://img.taste.com.au/M-pMqO9P/w720-h480-cfill-q80/taste/2016/11/pollo-alla-romana-roman-chicken-61707-1.jpeg,2755 kj (658cal),62g,34g,21g,,5g
679,Chicken with salsa verde and warm potato salad,8,https://img.taste.com.au/esU5tMKm/w720-h480-cfill-q80/taste/2016/11/chicken-with-salsa-verde-and-warm-potato-salad-81968-1.jpeg,2712 kj (648cal),42g,43.5g,20.3g,295mg,4g
680,Moroccan glazed vegetables with orange mint couscous,4,https://img.taste.com.au/u1HN-cZ5/w720-h480-cfill-q80/taste/2016/11/moroccan-glazed-vegetables-with-orange-mint-couscous-89760-1.jpeg,10865 kj (2597cal),64.4g,69.2g,453.2g,1.3g,42.3g
681,Hazelnut coffee cake,12,https://img.taste.com.au/jvUVVzHo/w720-h480-cfill-q80/taste/2019/09/hazelnut-coffee-cake-154185-2.jpg,3249 kj (777cal),6.3g,49.9g,80.0g,189.1mg,3.3g
682,Slow-roasted leg of lamb with speck,8,https://img.taste.com.au/XifX9vt-/w720-h480-cfill-q80/taste/2016/11/slow-roasted-leg-of-lamb-with-speck-106346-1.jpeg,3150 kj (753cal),50.7g,43.4g,37.2g,663.5mg,6.7g
683,"Ham, cheese and potato wheel",6,https://img.taste.com.au/HBWOysiY/w720-h480-cfill-q80/taste/2022/11/ham-cheese-and-potato-wheel-183108-2.jpg,2388 kj (571cal),22.2g,40.6g,30.0g,504.8mg,2.9g
684,Sweet and sour pork,4,https://img.taste.com.au/ISRQPlh4/w720-h480-cfill-q80/taste/2016/11/sweet-and-sour-pork-89288-1.jpeg,1686 kj (403cal),35.4g,15.8g,30.1g,1.0g,2.8g
685,"Planes, trains and automobiles cake",25,https://img.taste.com.au/wo0GncKJ/w720-h480-cfill-q80/taste/2016/11/planes-trains-and-automobiles-cake-20288-1.jpeg,98 kj (23cal),,1g,3g,10.19mg,
686,Matt Sinclair’s Thai coconut soup with prawns,6,https://img.taste.com.au/DhGDp32o/w720-h480-cfill-q80/taste/2019/04/thai-coconut-soup-with-prawns-149007-2.jpg,1654 kj (395cal),21.9g,28.3g,9.8g,1.6g,0.6g
687,Pork cutlets with spiced pear and rhubarb chutney,4,https://img.taste.com.au/qImOuqXa/w720-h480-cfill-q80/taste/2016/11/pork-cutlets-with-spiced-pear-and-rhubarb-chutney-32276-1.jpeg,1664 kj (398cal),31.4g,20.4g,22.0g,284.6mg,3.6g
